2022 National Employment Matrix code,2022 National Employment Matrix title,Occupation Group,Occupation type,"Employment, 2022","Employment, 2032","Employment change, numeric, 2022-32","Employment change, percent, 2022-32","Percent self employed, 2022","Occupational openings, 2022-32 annual average","Median annual wage, 2022(1)",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Factors affecting occupational utilization,Automation Probability,Total employed,Women,White,Black or African American,Asian,Hispanic or Latino
43-4199,"Information and Record Clerks, All Other",detailed,Line item,161.1,165.4,4.3,2.7,0.2,18.9,44720.0,High school diploma or equivalent,,Short-term on-the-job training,,,93,74.5,72.4,17.1,7.6,18
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,Summary,2467.9,2382.9,-84.9,-3.4,5.9,226.0,44580.0,—,—,—,,,,,,,,
43-5011,Cargo and Freight Agents,detailed,Line item,95.9,105.2,9.3,9.7,0.8,11.0,46860.0,High school diploma or equivalent,,Short-term on-the-job training,,0.99,29,–,–,–,–,–
43-5021,Couriers and Messengers,detailed,Line item,217.1,220.6,3.5,1.6,63.9,23.7,35280.0,High school diploma or equivalent,,Short-term on-the-job training,"Capital/labor substitution - share decreases as innovations such as e-delivery (and e-signatures) help get important and time-sensitive documents signed and delivered online, eliminating the expenses of printing and shipping signed documents for same day or overnight delivery.",0.94,936,26.5,69.8,21.6,4.4,23.6
43-5030,Dispatchers,broad,Summary,314.3,315.4,1.1,0.3,1,30.1,45550.0,—,—,—,,,,,,,,
43-5031,Public Safety Telecommunicators,detailed,Line item,99.5,102.9,3.4,3.4,—,10.4,46900.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.49,82,82.5,72.3,18.4,3.1,11.1
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,Line item,214.8,212.5,-2.3,-1.1,1.5,19.7,44830.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as streamlined and automated dispatch systems process relatively simple transactions with less input from dispatchers.,0.96,181,58.9,78,17.8,2,22.7
43-5041,"Meter Readers, Utilities",detailed,Line item,21.1,18.5,-2.6,-12.2,—,1.4,44760.0,High school diploma or equivalent,,Short-term on-the-job training,"Capital/labor substitution - share decreases as alternative remote meter reading technologies (e.g., AMR, AMI, and other smart systems) increasingly replace meter readers, allowing meter readers to be more productive and efficient. Innovative technology allows government and companies to remotely read meters more frequently.",0.85,16,–,–,–,–,–
43-5050,Postal Service Workers,broad,Summary,504.3,465.3,-39.0,-7.7,—,34.4,53680.0,—,—,—,,,,,,,,
43-5051,Postal Service Clerks,detailed,Line item,74.8,69.8,-5.0,-6.7,—,5.6,56200.0,No formal educational credential,,Short-term on-the-job training,,0.95,107,56.1,51.7,40.4,5.3,11.6
43-5052,Postal Service Mail Carriers,detailed,Line item,314.5,293.5,-21.0,-6.7,—,20.6,54250.0,No formal educational credential,,Short-term on-the-job training,,0.68,280,41.5,69,22.4,6.5,11.6
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,Line item,115.0,102.1,-13.0,-11.3,—,8.2,49130.0,No formal educational credential,,Short-term on-the-job training,Capital/labor substitution - share decreases as continued gains are realized from improved sorting and tracking equipment and processes.,0.79,59,56.6,43.2,38.5,14.6,8.2
43-5061,"Production, Planning, and Expediting Clerks",detailed,Line item,396.8,413.3,16.5,4.2,0.1,42.7,50630.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.88,212,48.9,76.3,11.3,7.8,11.3
43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,Line item,862.9,790.6,-72.2,-8.4,0.4,76.1,37760.0,High school diploma or equivalent,,Short-term on-the-job training,"Productivity change, demand change - share decreases as continued adoption of tracking technologies, such as sensors, bar codes, and RFID, increases the ability of workers to process shipped and received packages. The share decreases are partially offset by the increased demand for shipping and receiving services due to the increased online sales.",0.98,645,37.1,75.9,13.3,7.5,28.8
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,Line item,55.6,54.0,-1.6,-2.8,—,6.5,39950.0,High school diploma or equivalent,,Short-term on-the-job training,Productivity change - share decreases as businesses increase use of process automation systems and integrate more activities into these systems.,0.95,59,42.5,80.7,12.8,3.3,23.8
43-6000,Secretaries and Administrative Assistants,minor,Summary,3399.2,3066.6,-332.6,-9.8,1.1,316.0,44080.0,—,—,—,,,,,,,,
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,Line item,511.1,403.0,-108.1,-21.1,0.4,35.6,65980.0,High school diploma or equivalent,Less than 5 years,,Occupational substitution - share decreases as improved technology allows workers to perform with fewer secretaries.,0.86,244,94.8,79.4,10.5,5.9,15.7
43-6012,Legal Secretaries and Administrative Assistants,detailed,Line item,161.4,126.2,-35.3,-21.8,0.2,12.7,48780.0,High school diploma or equivalent,,Moderate-term on-the-job training,Occupational substitution - share decreases as improved technology allows lawyers and paralegals to perform with fewer secretaries.,0.98,46,–,–,–,–,–
43-6013,Medical Secretaries and Administrative Assistants,detailed,Line item,696.6,743.2,46.6,6.7,—,79.3,38500.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as improved technology allows workers to perform with fewer secretaries.,0.81,74,97.3,65.3,21.8,4.5,12.5
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,Line item,2030.2,1794.3,-235.9,-11.6,1.7,188.4,41000.0,High school diploma or equivalent,,Short-term on-the-job training,Occupational substitution - share decreases as improved technology allows work to be performed with fewer secretaries.,0.96,1915,92.5,83.3,9.5,3.5,14.6
43-9000,Other Office and Administrative Support Workers,minor,Summary,3479.4,3208.4,-271.0,-7.8,1.3,362.0,38290.0,—,—,—,,,,,,,,
43-9020,Data Entry and Information Processing Workers,broad,Summary,209.6,149.5,-60.1,-28.7,1.9,15.3,37270.0,—,—,—,,,,,,,,
43-9021,Data Entry Keyers,detailed,Line item,165.6,122.5,-43.1,-26.0,2,12.3,36190.0,High school diploma or equivalent,,Short-term on-the-job training,"Capital/labor substitution - share decreases as organizations increasingly manage, store, and analyze large quantities of data, requiring traditional data entry methods to be replaced by automated processes through use of expanded technologies, including artificial intelligence (AI), machine learning (ML), mobile data capture, and optical character recognition (OCR).",0.99,237,69.8,72.6,15.8,6.1,11.7
43-9022,Word Processors and Typists,detailed,Line item,44.0,27.0,-17.0,-38.6,1.8,3.0,44330.0,High school diploma or equivalent,,Short-term on-the-job training,"Occupational substitution, capital/labor substitution - share decreases as other workers assume the functions of typists due to the ubiquity of typing skills and traditional typing methods continue to be replaced by automated processes through use of machine learning (ML) technologies.",0.81,35,–,–,–,–,–
43-9031,Desktop Publishers,detailed,Line item,8.5,7.4,-1.1,-13.5,17.3,0.7,47910.0,Associate's degree,,Short-term on-the-job training,"Demand change, occupational substitution - share decreases as organizations continue to publish their materials electronically instead of printing them and publishing software improvements make it easier for other workers, such as editors and graphic designers, to perform the duties of desktop publishers.",0.16,1,–,–,–,–,–
43-9041,Insurance Claims and Policy Processing Clerks,detailed,Line item,259.0,250.8,-8.2,-3.2,0.4,22.1,46080.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as firms increase the use of computer software, enhanced with AI technology, to automate claims and policy processing.",0.98,314,84.7,67.5,25.8,3.5,17.6
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,Line item,72.8,69.4,-3.4,-4.7,1.7,8.9,35070.0,High school diploma or equivalent,,Short-term on-the-job training,Capital/labor substitution - share decreases as companies use machines with programmable software that continues to supplant some office mailing tasks. Share will decrease as correspondence and communication is increasingly done online and organizations utilize administrative staff to handle incoming and outgoing mail.,0.94,53,41.5,66.4,23.2,8.8,23.3
43-9061,"Office Clerks, General",detailed,Line item,2668.2,2492.8,-175.4,-6.6,0.5,290.1,38040.0,High school diploma or equivalent,,Short-term on-the-job training,"Productivity change - share decreases as increased use of technology, such as electronic filing systems and file sharing software, require a lesser need for individuals to perform these duties.",0.96,1256,84.3,76.5,14,5.6,20
43-9071,"Office Machine Operators, Except Computer",detailed,Line item,31.6,27.1,-4.5,-14.2,—,3.5,36710.0,High school diploma or equivalent,,Short-term on-the-job training,Demand change - share decreases as offices become paperless and continue to use technology such as electronic filing systems.,0.92,29,–,–,–,–,–
43-9081,Proofreaders and Copy Markers,detailed,Line item,7.2,6.9,-0.3,-3.9,18.7,0.9,45410.0,Bachelor's degree,,,,0.84,7,–,–,–,–,–
43-9111,Statistical Assistants,detailed,Line item,7.4,7.2,-0.1,-1.7,—,0.6,48880.0,Bachelor's degree,,,"Occupational substitution - share decreases as workers across a variety of disciplines can perform many of the tasks, such as compiling and analyzing data, once performed by statistical assistants.",0.66,17,–,–,–,–,–
43-9199,"Office and Administrative Support Workers, All Other",detailed,Line item,215.1,197.3,-17.8,-8.3,9.9,19.8,38660.0,High school diploma or equivalent,,Short-term on-the-job training,Productivity change - share decreases as increased use of technology require fewer workers to perform these duties such as stuffing envelopes.,,582,72.4,76.7,14.2,4.6,17.9
45-0000,"Farming, Fishing, and Forestry Occupations",major,Summary,996.4,977.2,-19.2,-1.9,6.7,142.0,33970.0,—,—,—,,,980,26.2,89.2,4.6,1.8,44.7
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,Summary,56.6,58.1,1.5,2.7,8.9,7.7,54490.0,—,—,—,,,,,,,,
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,Line item,56.6,58.1,1.5,2.7,8.9,7.7,54490.0,High school diploma or equivalent,Less than 5 years,,,0.57,52,16.9,92.5,5.1,1.1,29.2
45-2000,Agricultural Workers,minor,Summary,848.8,831.6,-17.2,-2.0,4.3,122.0,33410.0,—,—,—,,,,,,,,
45-2011,Agricultural Inspectors,detailed,Line item,14.1,14.4,0.3,2.0,1.4,2.3,44720.0,Bachelor's degree,,Moderate-term on-the-job training,,0.94,14,–,–,–,–,–
45-2021,Animal Breeders,detailed,Line item,6.5,6.6,0.1,2.1,2,1.0,45320.0,High school diploma or equivalent,,Short-term on-the-job training,Demand change - share increases as livestock farming operations increasingly emphasize new and improved breeding techniques.,0.95,9,–,–,–,–,–
45-2041,"Graders and Sorters, Agricultural Products",detailed,Line item,30.1,28.5,-1.5,-5.1,—,4.1,32550.0,No formal educational credential,,Short-term on-the-job training,Capital/labor substitution - share decreases as enhanced technology will automatically sort and grade a growing number of agricultural products.,0.41,47,–,–,–,–,–
45-2090,Miscellaneous Agricultural Workers,broad,Summary,798.1,782.0,-16.1,-2.0,4.5,114.7,33290.0,—,—,—,,0.87,753,26.5,89.4,4.7,1.5,49.3
45-2091,Agricultural Equipment Operators,detailed,Line item,64.0,69.5,5.5,8.6,4.6,10.4,37780.0,No formal educational credential,,Moderate-term on-the-job training,Capital/labor substitution - share increases as the expansion of Internet of Things (IoT) and IoT connected devices utilized in agricultural operations increase the demand for agricultural equipment operators to operate and monitor these devices and to make informed decisions using the data collected.,,,,,,,
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,Line item,523.5,512.2,-11.3,-2.2,5.6,75.1,33000.0,No formal educational credential,,Short-term on-the-job training,"Capital/labor substitution - share decreases as the mechanization of agricultural operations is expected to reduce demand for these workers, with a corresponding increase in demand for agricultural equipment operators.",,,,,,,
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,Line item,199.4,188.9,-10.5,-5.3,1.6,27.5,34150.0,No formal educational credential,,Short-term on-the-job training,"Capital/labor substitution - share decreases as the mechanization of agricultural operations is expected to reduce demand for these workers, with a corresponding increase in demand for agricultural equipment operators.",,,,,,,
45-2099,"Agricultural Workers, All Other",detailed,Line item,11.2,11.4,0.2,1.8,4.5,1.7,35720.0,No formal educational credential,,Short-term on-the-job training,,,,,,,,
45-4000,"Forest, Conservation, and Logging Workers",minor,Summary,63.6,60.2,-3.4,-5.3,24.5,8.9,45050.0,—,—,—,,,,,,,,
45-4011,Forest and Conservation Workers,detailed,Line item,11.3,10.3,-1.0,-8.7,9.2,1.8,32270.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as the automation of some manual labor tasks in forest and conservation work reduces the needed number of these workers.,0.87,15,–,–,–,–,–
45-4020,Logging Workers,broad,Summary,52.3,49.9,-2.4,-4.6,27.8,7.1,46580.0,—,—,—,,,57,6.5,89.8,4.2,0,6.3
45-4021,Fallers,detailed,Line item,6.5,5.9,-0.6,-9.4,27.6,0.8,49160.0,High school diploma or equivalent,,Moderate-term on-the-job training,Occupational substitution - share decreases as logging equipment operators will continue to take over some of the tasks performed by fallers due increased mechanization.,0.76,,,,,,
45-4022,Logging Equipment Operators,detailed,Line item,35.3,34.0,-1.3,-3.8,27.8,4.8,46400.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Occupational substitution - share increases as logging equipment operators will continue to take over some of the tasks performed by fallers and other logging workers who perform tasks by hand, given increased mechanization in the industry.",0.79,,,,,,
45-4023,Log Graders and Scalers,detailed,Line item,5.6,5.5,-0.1,-1.6,27.8,0.8,42370.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.97,,,,,,
45-4029,"Logging Workers, All Other",detailed,Line item,4.9,4.6,-0.3,-7.0,28.2,0.6,47110.0,High school diploma or equivalent,,Moderate-term on-the-job training,,,,,,,,
47-0000,Construction and Extraction Occupations,major,Summary,7335.5,7520.6,185.1,2.5,16.1,646.1,50570.0,—,—,—,,,8427,4.2,87.1,7.1,1.6,40.3
47-1000,Supervisors of Construction and Extraction Workers,minor,Summary,809.9,830.3,20.4,2.5,10,66.6,74080.0,—,—,—,,,,,,,,
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,Line item,809.9,830.3,20.4,2.5,10,66.6,74080.0,High school diploma or equivalent,5 years or more,,Demand change - share increases as more first-line supervisors are needed to manage expanding construction activities.,0.17,661,4.3,91.1,4.1,1.6,25.6
47-2000,Construction Trades Workers,minor,Summary,5629.0,5786.1,157.1,2.8,19,488.1,49330.0,—,—,—,,,,,,,,
47-2011,Boilermakers,detailed,Line item,13.7,13.1,-0.5,-4.0,—,1.1,66920.0,High school diploma or equivalent,,Apprenticeship,Demand change - share decreases as coal plants are closed or converted to natural gas.,0.68,15,–,–,–,–,–
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,Summary,86.5,86.0,-0.5,-0.5,24.1,6.8,58290.0,—,—,—,,,119,3,87,8.7,1.3,46.9
47-2021,Brickmasons and Blockmasons,detailed,Line item,73.0,73.3,0.3,0.5,24,5.9,59000.0,High school diploma or equivalent,,Apprenticeship,Sourcing change - share decreases as the increasing use of offsite manufactured prefabricated panels instead of onsite smaller bricks reduces the number of these workers needed onsite to install.,0.82,,,,,,
47-2022,Stonemasons,detailed,Line item,13.5,12.7,-0.8,-5.9,24.2,1.0,50210.0,High school diploma or equivalent,,Apprenticeship,Occupational substitution - share decreases as brickmasons and blockmasons increasingly install more stone products instead of stonemasons.,0.89,,,,,,
47-2031,Carpenters,detailed,Line item,956.3,964.9,8.6,0.9,26.7,79.5,51390.0,High school diploma or equivalent,,Apprenticeship,,0.72,1282,3.5,88.6,5.5,1.9,41.8
